,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,track_name,artist(s)_name
373,0.3049645390070922,0.547945205479452,0.17204301075268819,0.49397590361445787,0.7741935483870969,0.0,0.05454545454545454,0.06451612903225806,Running Up That Hill (A Deal With God),Kate Bush
374,0.10638297872340419,0.21917808219178075,0.2150537634408602,0.3493975903614458,0.41935483870967744,0.0,0.3636363636363636,0.016129032258064516,Dream On,Aerosmith
375,0.07092198581560283,0.7808219178082192,0.4516129032258065,0.5783132530120483,0.03225806451612903,0.06593406593406594,0.14545454545454545,0.7096774193548387,Limbo,Freddie Dredd
376,0.3971631205673759,0.6027397260273972,0.23655913978494625,0.6024096385542169,0.5591397849462366,0.0,0.2545454545454545,0.12903225806451613,Where Are You Now,"Lost Frequencies, Calum Scott"
377,0.5319148936170213,0.4794520547945205,0.13978494623655913,0.5783132530120483,0.19354838709677422,0.0,0.3090909090909091,0.0967741935483871,WORTH NOTHING,"Twisted, Oliver Tree"
378,0.43262411347517726,0.7945205479452055,0.5913978494623657,0.9156626506024098,0.05376344086021506,0.0,0.6,0.016129032258064516,Bad Habits,Ed Sheeran
379,0.26241134751773043,0.4794520547945205,0.26881720430107525,0.9638554216867471,0.0,0.0,0.1090909090909091,0.14516129032258066,KICK BACK,Kenshi Yonezu
380,0.12056737588652477,0.6438356164383561,0.2903225806451613,0.24096385542168677,0.6451612903225807,0.01098901098901099,0.14545454545454545,0.03225806451612903,Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo
381,0.2695035460992907,0.6438356164383561,0.9462365591397851,0.8313253012048193,0.010752688172043012,0.0,0.07272727272727272,0.06451612903225806,Levitating (feat. DaBaby),"Dua Lipa, DaBaby"
382,0.3049645390070922,0.8082191780821919,0.903225806451613,0.746987951807229,0.09677419354838711,0.0,0.16363636363636364,0.1129032258064516,Woman,Doja Cat
383,0.14184397163120566,0.5753424657534247,0.34408602150537637,0.3975903614457832,0.33333333333333337,0.0,0.16363636363636364,0.12903225806451613,Shut up My Moms Calling - (Sped Up),Hotel Ugly
384,0.42553191489361697,0.8356164383561644,0.7096774193548389,0.6626506024096386,0.010752688172043012,0.0,0.03636363636363637,0.04838709677419355,Ferrari,"James Hype, Miggy Dela Rosa"
385,0.3900709219858156,0.6301369863013699,0.38709677419354843,0.3012048192771084,0.4408602150537635,0.0,0.18181818181818182,0.06451612903225806,"You're On Your Own, Kid",Taylor Swift
386,0.46099290780141844,0.5753424657534247,0.48387096774193555,0.7951807228915663,0.23655913978494625,0.04395604395604396,0.07272727272727272,0.04838709677419355,Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth"
387,0.3191489361702128,0.6986301369863015,0.5053763440860216,0.7228915662650603,0.021505376344086023,0.0,0.47272727272727266,0.03225806451612903,Payphone,"Maroon 5, Wiz Khalifa"
388,0.6028368794326241,0.1506849315068493,0.3118279569892473,0.5903614457831325,0.17204301075268819,0.0,0.07272727272727272,0.03225806451612903,All I Want for Christmas Is You,Mariah Carey
389,0.2978723404255319,0.6986301369863015,0.903225806451613,0.6144578313253013,0.3010752688172043,0.0,0.7818181818181817,0.016129032258064516,Last Christmas,Wham!
390,0.5319148936170213,0.6438356164383561,0.870967741935484,0.32530120481927716,0.7634408602150539,0.0,0.7636363636363636,0.04838709677419355,Rockin' Around The Christmas Tree,Brenda Lee
